Table S1.1 Energy levels for the 16O16O X^3\Sigma state v = 0 - 39
     (relative to 16O16O X^3\Sigma state v = 0, N = 1, J = 0)     
==================================================================
    v    N    J    K  Energy(cm-1)    Unc.(cm-1)    Degeneracy
   10   37   36    0  16314.327466      0.014277            73
   10   37   37    0  16315.998364      0.014360            75
   10   37   38    0  16313.691008      0.014280            77
   10   39   38    0  16509.452603      0.015916            77
   10   39   39    0  16511.104296      0.015989            79
   10   39   40    0  16508.780865      0.015918            81
   10   41   40    0  16714.464401      0.017866            81
   10   41   41    0  16716.096833      0.017930            83
   10   41   42    0  16713.757425      0.017868            85
   10   43   42    0  16929.325157      0.020197            85
   10   43   43    0  16930.938267      0.020252            87
   10   43   44    0  16928.582976      0.020199            89
   10   45   44    0  17153.995325      0.022981            89
   10   45   45    0  17155.589047      0.023027            91
   10   45   46    0  17153.217966      0.022983            93
   10   47   46    0  17388.433519      0.026287            93
   10   47   47    0  17390.007785      0.026324            95
   10   47   48    0  17387.621002      0.026289            97
   10   49   48    0  17632.596517      0.030183            97
   10   49   49    0  17634.151256      0.030212            99
   10   49   50    0  17631.748854      0.030184           101
   10   51   50    0  17886.439261      0.034733           101
   10   51   51    0  17887.974399      0.034755           103
   10   51   52    0  17885.556463      0.034734           105
   10   53   52    0  18149.914864      0.039998           105
   10   53   53    0  18151.430327      0.040014           107
   10   53   54    0  18148.996937      0.040000           109
   10   55   54    0  18422.974614      0.046039           109
   10   55   55    0  18424.470322      0.046050           111
   10   55   56    0  18422.021558      0.046041           113
   10   57   56    0  18705.567971      0.052915           113
   10   57   57    0  18707.043847      0.052920           115
   10   57   58    0  18704.579785      0.052916           117
   10   59   58    0  18997.642580      0.060685           117
   10   59   59    0  18999.098543      0.060686           119
   10   59   60    0  18996.619259      0.060686           121
   10   61   60    0  19299.144267      0.069409           121
   10   61   61    0  19300.580236      0.069407           123
   10   61   62    0  19298.085803      0.069411           125
   10   63   62    0  19610.017048      0.079153           125
   10   63   63    0  19611.432940      0.079148           127
   10   63   64    0  19608.923431      0.079154           129
   10   65   64    0  19930.203131      0.089981           129
   10   65   65    0  19931.598862      0.089973           131
   11    1    0    0  15849.447520      0.007320             1
   11    1    1    0  15853.432731      0.006165             3
   11    1    2    0  15851.504520      0.006023             5
   11    3    2    0  15864.033557      0.005803             5
   11    3    3    0  15866.090401      0.006099             7
   11    3    4    0  15864.106561      0.005912             9
   11    5    4    0  15886.870887      0.005713             9
   11    5    5    0  15888.871739      0.005991            11
   11    5    6    0  15886.856157      0.005782            13
   11    7    6    0  15919.803977      0.005583            13
   11    7    7    0  15921.772515      0.005861            15
   11    7    8    0  15919.732212      0.005634            17
   11    9    8    0  15962.843578      0.005452            17
   11    9    9    0  15964.786618      0.005736            19
   11    9   10    0  15962.724654      0.005493            21
   11   11   10    0  16015.985666      0.005361            21
   11   11   11    0  16017.906058      0.005652            23
   11   11   12    0  16015.824069      0.005395            25
   11   13   12    0  16079.221792      0.005353            25
   11   13   13    0  16081.120967      0.005650            27
   11   13   14    0  16079.019954      0.005382            29
   11   15   14    0  16152.540847      0.005470            29
   11   15   15    0  16154.419598      0.005767            31
   11   15   16    0  16152.300233      0.005495            33
   11   17   16    0  16235.929536      0.005739            33
   11   17   17    0  16237.788328      0.006031            35
   11   17   18    0  16235.651098      0.005760            37
   11   19   18    0  16329.372544      0.006173            37
   11   19   19    0  16331.211656      0.006452            39
   11   19   20    0  16329.056935      0.006190            41
   11   21   20    0  16432.852610      0.006762            41
   11   21   21    0  16434.672209      0.007025            43
   11   21   22    0  16432.500297      0.006776            45
   11   23   22    0  16546.350561      0.007490            45
   11   23   23    0  16548.150739      0.007735            47
   11   23   24    0  16545.961886      0.007502            49
   11   25   24    0  16669.845326      0.008338            49
   11   25   25    0  16671.626127      0.008564            51
   11   25   26    0  16669.420548      0.008348            53
   11   27   26    0  16803.313949      0.009292            53
   11   27   27    0  16805.075382      0.009500            55
   11   27   28    0  16802.853269      0.009300            57
   11   29   28    0  16946.731599      0.010347            57
   11   29   29    0  16948.473647      0.010538            59
   11   29   30    0  16946.235171      0.010354            61
   11   31   30    0  17100.071568      0.011512            61
   11   31   31    0  17101.794196      0.011686            63
   11   31   32    0  17099.539516      0.011517            65
   11   33   32    0  17263.305282      0.012805            65
   11   33   33    0  17265.008442      0.012964            67
   11   33   34    0  17262.737703      0.012810            69
   11   35   34    0  17436.402301      0.014263            69
   11   35   35    0  17438.085933      0.014407            71
   11   35   36    0  17435.799274      0.014267            73
   11   37   36    0  17619.330323      0.015932            73
   11   37   37    0  17620.994358      0.016061            75
   11   37   38    0  17618.691910      0.015936            77
   11   39   38    0  17812.055185      0.017875            77
   11   39   39    0  17813.699550      0.017989            79
   11   39   40    0  17811.381438      0.017879            81
   11   41   40    0  18014.540873      0.020162            81
   11   41   41    0  18016.165486      0.020262            83
   11   41   42    0  18013.831831      0.020165            85
   11   43   42    0  18226.749516      0.022870            85
   11   43   43    0  18228.354292      0.022955            87
   11   43   44    0  18226.005210      0.022872            89
   11   45   44    0  18448.641396      0.026077            89
   11   45   45    0  18450.226246      0.026149            91
   11   45   46    0  18447.861851      0.026079            93
   11   47   46    0  18680.174947      0.029863            93
   11   47   47    0  18681.739780      0.029923            95
   11   47   48    0  18679.360181      0.029866            97
   11   49   48    0  18921.306763      0.034305            97
   11   49   49    0  18922.851483      0.034353            99
   11   49   50    0  18920.456789      0.034307           101
   11   51   50    0  19171.991597      0.039476           101
   11   51   51    0  19173.516107      0.039514           103
   11   51   52    0  19171.106423      0.039478           105
   11   53   52    0  19432.182366      0.045446           105
   11   53   53    0  19433.686568      0.045475           107
   11   53   54    0  19431.261996      0.045448           109
   11   55   54    0  19701.830157      0.052284           109
   11   55   55    0  19703.313950      0.052305           111
   11   55   56    0  19700.874592      0.052286           113
   11   57   56    0  19980.884228      0.060058           113
   11   57   57    0  19982.347510      0.060072           115
   11   57   58    0  19979.893466      0.060060           117
   11   59   58    0  20269.292014      0.068836           117
   11   59   59    0  20270.734681      0.068844           119
   11   59   60    0  20268.266048      0.068838           121
   11   61   60    0  20566.999130      0.078687           121
   11   61   61    0  20568.421077      0.078690           123
   11   61   62    0  20565.937953      0.078689           125
   11   63   62    0  20873.949375      0.089682           125
   11   63   63    0  20875.350498      0.089681           127
   11   63   64    0  20872.852976      0.089684           129
   11   65   64    0  21190.084740      0.101897           129
   11   65   65    0  21191.464931      0.101892           131
   12    1    0    0  17153.604912      0.007698             1
   12    1    1    0  17157.589630      0.006015             3
   12    1    2    0  17155.657720      0.005749             5
   12    3    2    0  17168.039425      0.005411             5
   12    3    3    0  17170.092040      0.005928             7
   12    3    4    0  17168.106244      0.005587             9
   12    5    4    0  17190.595617      0.005291             9
   12    5    5    0  17192.593894      0.005784            11
   12    5    6    0  17190.577037      0.005405            13
   12    7    6    0  17223.124429      0.005110            13
   12    7    7    0  17225.090936      0.005608            15
   12    7    8    0  17223.049751      0.005197            17
   12    9    8    0  17265.635803      0.004923            17
   12    9    9    0  17267.577014      0.005436            19
   12    9   10    0  17265.514453      0.004993            21
   12   11   10    0  17318.125481      0.004785            21
   12   11   11    0  17320.044090      0.005315            23
   12   11   12    0  17317.961744      0.004844            25
   12   13   12    0  17380.584889      0.004761            25
   12   13   13    0  17382.482231      0.005300            27
   12   13   14    0  17380.381086      0.004812            29
   12   15   14    0  17453.002815      0.004910            29
   12   15   15    0  17454.879617      0.005444            31
   12   15   16    0  17452.760345      0.004953            33
   12   17   16    0  17535.365862      0.005269            33
   12   17   17    0  17537.222538      0.005779            35
   12   17   18    0  17535.085634      0.005304            37
   12   19   18    0  17627.658609      0.005840            37
   12   19   19    0  17629.495396      0.006314            39
   12   19   20    0  17627.341246      0.005868            41
   12   21   20    0  17729.863682      0.006600            41
   12   21   21    0  17731.680708      0.007033            43
   12   21   22    0  17729.509628      0.006623            45
   12   23   22    0  17841.961782      0.007519            45
   12   23   23    0  17843.759106      0.007910            47
   12   23   24    0  17841.571365      0.007537            49
   12   25   24    0  17963.931705      0.008567            49
   12   25   25    0  17965.709339      0.008920            51
   12   25   26    0  17963.505172      0.008582            53
   12   27   26    0  18095.750351      0.009728            53
   12   27   27    0  18097.508273      0.010046            55
   12   27   28    0  18095.287892      0.009740            57
   12   29   28    0  18237.392733      0.010995            57
   12   29   29    0  18239.130897      0.011282            59
   12   29   30    0  18236.894496      0.011004            61
   12   31   30    0  18388.831979      0.012377            61
   12   31   31    0  18390.550321      0.012636            63
   12   31   32    0  18388.298081      0.012385            65
   12   33   32    0  18550.039338      0.013897            65
   12   33   33    0  18551.737782      0.014131            67
   12   33   34    0  18549.469871      0.013904            69
   12   35   34    0  18720.984184      0.015593            69
   12   35   35    0  18722.662642      0.015804            71
   12   35   36    0  18720.379223      0.015599            73
   12   37   36    0  18901.634018      0.017519            73
   12   37   37    0  18903.292396      0.017707            75
   12   37   38    0  18900.993623      0.017524            77
   12   39   38    0  19091.954474      0.019740            77
   12   39   39    0  19093.592669      0.019905            79
   12   39   40    0  19091.278692      0.019744            81
   12   41   40    0  19291.909319      0.022332            81
   12   41   41    0  19293.527225      0.022477            83
   12   41   42    0  19291.198188      0.022336            85
   12   43   42    0  19501.460459      0.025379            85
   12   43   43    0  19503.057964      0.025504            87
   12   43   44    0  19500.714007      0.025383            89
   12   45   44    0  19720.567941      0.028968            89
   12   45   45    0  19722.144929      0.029074            91
   12   45   46    0  19719.786191      0.028971            93
   12   47   46    0  19949.189956      0.033185            93
   12   47   47    0  19950.746310      0.033274            95
   12   47   48    0  19948.372925      0.033188            97
   12   49   48    0  20187.282847      0.038114            97
   12   49   49    0  20188.818445      0.038187            99
   12   49   50    0  20186.430546      0.038117           101
   12   51   50    0  20434.801105      0.043837           101
   12   51   51    0  20436.315826      0.043896           103
   12   51   52    0  20433.913541      0.043840           105
   12   53   52    0  20691.697382      0.050433           105
   12   53   53    0  20693.191099      0.050479           107
   12   53   54    0  20690.774558      0.050435           109
   12   55   54    0  20957.922486      0.057977           109
   12   55   55    0  20959.395075      0.058013           111
   12   55   56    0  20956.964402      0.057979           113
   12   57   56    0  21233.425395      0.066546           113
   12   57   57    0  21234.876726      0.066572           115
   12   57   58    0  21232.432047      0.066548           117
   12   59   58    0  21518.153252      0.076214           117
   12   59   59    0  21519.583197      0.076232           119
   12   59   60    0  21517.124634      0.076216           121
   12   61   60    0  21812.051377      0.087058           121
   12   61   61    0  21813.459805      0.087069           123
   12   61   62    0  21810.987479      0.087060           125
   12   63   62    0  22115.063265      0.099157           125
   12   63   63    0  22116.450045      0.099162           127
   12   63   64    0  22113.964077      0.099159           129
   12   65   64    0  22427.130599      0.112593           129
   12   65   65    0  22428.495598      0.112592           131
   13    1    0    0  18435.019312      0.008459             1
   13    1    1    0  18439.009143      0.006232             3
   13    1    2    0  18437.070285      0.005815             5
   13    3    2    0  18449.305372      0.005340             5
   13    3    3    0  18451.356110      0.006129             7
   13    3    4    0  18449.365313      0.005600             9
   13    5    4    0  18471.579897      0.005201             9
   13    5    5    0  18473.578147      0.005960            11
   13    5    6    0  18471.557052      0.005371            13
   13    7    6    0  18503.703871      0.004979            13
   13    7    7    0  18505.670962      0.005750            15
   13    7    8    0  18503.625981      0.005109            17
   13    9    8    0  18545.686326      0.004741            17
   13    9    9    0  18547.628356      0.005541            19
   13    9   10    0  18545.562318      0.004849            21
   13   11   10    0  18597.522738      0.004559            21
   13   11   11    0  18599.442224      0.005390            23
   13   11   12    0  18597.356671      0.004651            25
   13   13   12    0  18659.204384      0.004516            25
   13   13   13    0  18661.102554      0.005361            27
   13   13   14    0  18658.998455      0.004594            29
   13   15   14    0  18730.719923      0.004688            29
   13   15   15    0  18732.597432      0.005517            31
   13   15   16    0  18730.475458      0.004753            33
   13   17   16    0  18812.055831      0.005117            33
   13   17   17    0  18813.913038      0.005898            35
   13   17   18    0  18811.773691      0.005170            37
   13   19   18    0  18903.196556      0.005797            37
   13   19   19    0  18905.033649      0.006509            39
   13   19   20    0  18902.877329      0.005839            41
   13   21   20    0  19004.124576      0.006692            41
   13   21   21    0  19005.941643      0.007329            43
   13   21   22    0  19003.768685      0.006725            45
   13   23   22    0  19114.820437      0.007758            45
   13   23   23    0  19116.617499      0.008324            47
   13   23   24    0  19114.428190      0.007784            49
   13   25   24    0  19235.262762      0.008961            49
   13   25   25    0  19237.039795      0.009464            51
   13   25   26    0  19234.834394      0.008982            53
   13   27   26    0  19365.428268      0.010282            53
   13   27   27    0  19367.185217      0.010730            55
   13   27   28    0  19364.963958      0.010299            57
   13   29   28    0  19505.291769      0.011715            57
   13   29   29    0  19507.028555      0.012116            59
   13   29   30    0  19504.791656      0.011728            61
   13   31   30    0  19654.826181      0.013269            61
   13   31   31    0  19656.542710      0.013629            63
   13   31   32    0  19654.290375      0.013280            65
   13   33   32    0  19814.002528      0.014971            65
   13   33   33    0  19815.698692      0.015294            67
   13   33   34    0  19813.431117      0.014980            69
   13   35   34    0  19982.789944      0.016860            69
   13   35   35    0  19984.465627      0.017149            71
   13   35   36    0  19982.182998      0.016868            73
   13   37   36    0  20161.155680      0.018993            73
   13   37   37    0  20162.810755      0.019250            75
   13   37   38    0  20160.513253      0.019000            77
   13   39   38    0  20349.065102      0.021441            77
   13   39   39    0  20350.699439      0.021668            79
   13   39   40    0  20348.387239      0.021447            81
   13   41   40    0  20546.481700      0.024283            81
   13   41   41    0  20548.095162      0.024482            83
   13   41   42    0  20545.768436      0.024288            85
   13   43   42    0  20753.367088      0.027609            85
   13   43   43    0  20754.959536      0.027782            87
   13   43   44    0  20752.618451      0.027614            89
   13   45   44    0  20969.681011      0.031512            89
   13   45   45    0  20971.252300      0.031659            91
   13   45   46    0  20968.897020      0.031516            93
   13   47   46    0  21195.381345      0.036083            93
   13   47   47    0  21196.931328      0.036208            95
   13   47   48    0  21194.562014      0.036087            97
   13   49   48    0  21430.424103      0.041414            97
   13   49   49    0  21431.952632      0.041518            99
   13   49   50    0  21429.569443      0.041417           101
   13   51   50    0  21674.763441      0.047592           101
   13   51   51    0  21676.270363      0.047678           103
   13   51   52    0  21673.873457      0.047596           105
   13   53   52    0  21928.351656      0.054703           105
   13   53   53    0  21929.836819      0.054772           107
   13   53   54    0  21927.426350      0.054706           109
   13   55   54    0  22191.139200      0.062829           109
   13   55   55    0  22192.602449      0.062884           111
   13   55   56    0  22190.178571      0.062832           113
   13   57   56    0  22463.074676      0.072051           113
   13   57   57    0  22464.515855      0.072094           115
   13   57   58    0  22462.078718      0.072054           117
   13   59   58    0  22744.104846      0.082451           117
   13   59   59    0  22745.523798      0.082483           119
   13   59   60    0  22743.073553      0.082454           121
   13   61   60    0  23034.174638      0.094111           121
   13   61   61    0  23035.571204      0.094134           123
   13   61   62    0  23033.108000      0.094114           125
   13   63   62    0  23333.227148      0.107116           125
   13   63   63    0  23334.601168      0.107130           127
   13   63   64    0  23332.125152      0.107118           129
   13   65   64    0  23641.203645      0.121552           129
   13   65   65    0  23642.554960      0.121559           131
   14    1    0    0  19693.590693      0.009519             1
   14    1    1    0  19697.593939      0.006776             3
   14    1    2    0  19695.643314      0.006209             5
   14    3    2    0  19707.732760      0.005599             5
   14    3    3    0  19709.785100      0.006667             7
   14    3    4    0  19707.784785      0.005948             9
   14    5    4    0  19729.724665      0.005459             9
   14    5    5    0  19731.726662      0.006487            11
   14    5    6    0  19729.696932      0.005689            13
   14    7    6    0  19761.442735      0.005219            13
   14    7    7    0  19763.414290      0.006263            15
   14    7    8    0  19761.361185      0.005395            17
   14    9    8    0  19802.894946      0.004957            17
   14    9    9    0  19804.841725      0.006038            19
   14    9   10    0  19802.767930      0.005103            21
   14   11   10    0  19854.076464      0.004750            21
   14   11   11    0  19856.000781      0.005871            23
   14   11   12    0  19853.907780      0.004876            25
   14   13   12    0  19914.978383      0.004691            25
   14   13   13    0  19916.881347      0.005831            27
   14   13   14    0  19914.770086      0.004799            29
   14   15   14    0  19985.589209      0.004867            29
   14   15   15    0  19987.471392      0.005984            31
   14   15   16    0  19985.342539      0.004957            33
   14   17   16    0  20065.895262      0.005324            33
   14   17   17    0  20067.756960      0.006373            35
   14   17   18    0  20065.611025      0.005397            37
   14   19   18    0  20155.880824      0.006054            37
   14   19   19    0  20157.722175      0.007008            39
   14   19   20    0  20155.559571      0.006112            41
   14   21   20    0  20255.528197      0.007018            41
   14   21   21    0  20257.349240      0.007868            43
   14   21   22    0  20255.170321      0.007062            45
   14   23   22    0  20364.817728      0.008165            45
   14   23   23    0  20366.618443      0.008918            47
   14   23   24    0  20364.423518      0.008200            49
   14   25   24    0  20483.727830      0.009461            49
   14   25   25    0  20485.508155      0.010127            51
   14   25   26    0  20483.297505      0.009489            53
   14   27   26    0  20612.234991      0.010882            53
   14   27   27    0  20613.994833      0.011474            55
   14   27   28    0  20611.768717      0.010905            57
   14   29   28    0  20750.313778      0.012423            57
   14   29   29    0  20752.053023      0.012951            59
   14   29   30    0  20749.811685      0.012442            61
   14   31   30    0  20897.936843      0.014094            61
   14   31   31    0  20899.655363      0.014566            63
   14   31   32    0  20897.399035      0.014109            65
   14   33   32    0  21055.074930      0.015920            65
   14   33   33    0  21056.772583      0.016343            67
   14   33   34    0  21054.501486      0.015933            69
   14   35   34    0  21221.696875      0.017944            69
   14   35   35    0  21223.373512      0.018322            71
   14   35   36    0  21221.087861      0.017955            73
   14   37   36    0  21397.769614      0.020225            73
   14   37   37    0  21399.425077      0.020561            75
   14   37   38    0  21397.125080      0.020234            77
   14   39   38    0  21583.258182      0.022834            77
   14   39   39    0  21584.892307      0.023132            79
   14   39   40    0  21582.578168      0.022842            81
   14   41   40    0  21778.125721      0.025857            81
   14   41   41    0  21779.738340      0.026118            83
   14   41   42    0  21777.410259      0.025864            85
   14   43   42    0  21982.333480      0.029386            85
   14   43   43    0  21983.924422      0.029613            87
   14   43   44    0  21981.582595      0.029392            89
   14   45   44    0  22195.840825      0.033516            89
   14   45   45    0  22197.409914      0.033712            91
   14   45   46    0  22195.054533      0.033522            93
   14   47   46    0  22418.605235      0.038347            93
   14   47   47    0  22420.152293      0.038513            95
   14   47   48    0  22417.783550      0.038352            97
   14   49   48    0  22650.582311      0.043972            97
   14   49   49    0  22652.107158      0.044112            99
   14   49   50    0  22649.725241      0.043976           101
   14   51   50    0  22891.725783      0.050484           101
   14   51   51    0  22893.228237      0.050601           103
   14   51   52    0  22890.833331      0.050488           105
   14   53   52    0  23141.987509      0.057972           105
   14   53   53    0  23143.467385      0.058069           107
   14   53   54    0  23141.059675      0.057976           109
   14   55   54    0  23401.317481      0.066525           109
   14   55   55    0  23402.774594      0.066603           111
   14   55   56    0  23400.354263      0.066528           113
   14   57   56    0  23669.663833      0.076226           113
   14   57   57    0  23671.097997      0.076288           115
   14   57   58    0  23668.665225      0.076229           117
   14   59   58    0  23946.972844      0.087162           117
   14   59   59    0  23948.383871      0.087211           119
   14   59   60    0  23945.938838      0.087165           121
   14   61   60    0  24233.188944      0.099419           121
   14   61   61    0  24234.576644      0.099456           123
   14   61   62    0  24232.119529      0.099422           125
   14   63   62    0  24528.254717      0.113085           125
   14   63   63    0  24529.618902      0.113112           127
   14   63   64    0  24527.149880      0.113088           129
   14   65   64    0  24832.110911      0.128253           129
   14   65   65    0  24833.451389      0.128271           131
   15    1    0    0  20929.178893      0.010648             1
   15    1    1    0  20933.206920      0.007361             3
   15    1    2    0  20931.237891      0.006655             5
   15    3    2    0  20943.183011      0.005891             5
   15    3    3    0  20945.241681      0.007250             7
   15    3    4    0  20943.225642      0.006347             9
   15    5    4    0  20964.890798      0.005762             9
   15    5    5    0  20966.901691      0.007067            11
   15    5    6    0  20964.857289      0.006063            13
   15    7    6    0  20996.201241      0.005519            13
   15    7    7    0  20998.182566      0.006839            15
   15    7    8    0  20996.115391      0.005751            17
   15    9    8    0  21037.121061      0.005247            17
   15    9    9    0  21039.077970      0.006609            19
   15    9   10    0  21036.990537      0.005439            21
   15   11   10    0  21087.645053      0.005029            21
   15   11   11    0  21089.579622      0.006435            23
   15   11   12    0  21087.473341      0.005194            25
   15   13   12    0  21147.764092      0.004960            25
   15   13   13    0  21149.677293      0.006386            27
   15   13   14    0  21147.553079      0.005102            29
   15   15   14    0  21217.466496      0.005130            29
   15   15   15    0  21219.358806      0.006528            31
   15   15   16    0  21217.217321      0.005250            33
   15   17   16    0  21296.738400      0.005591            33
   15   17   17    0  21298.610043      0.006908            35
   15   17   18    0  21296.451802      0.005688            37
   15   19   18    0  21385.563885      0.006338            37
   15   19   19    0  21387.414938      0.007538            39
   15   19   20    0  21385.240369      0.006415            41
   15   21   20    0  21483.925035      0.007330            41
   15   21   21    0  21485.755488      0.008401            43
   15   21   22    0  21483.564962      0.007390            45
   15   23   22    0  21591.801961      0.008518            45
   15   23   23    0  21593.611747      0.009466            47
   15   23   24    0  21591.405596      0.008565            49
   15   25   24    0  21709.172819      0.009862            49
   15   25   25    0  21710.961832      0.010701            51
   15   25   26    0  21708.740360      0.009899            53
   15   27   26    0  21836.013817      0.011339            53
   15   27   27    0  21837.781924      0.012084            55
   15   27   28    0  21835.545418      0.011369            57
   15   29   28    0  21972.299223      0.012941            57
   15   29   29    0  21974.046273      0.013606            59
   15   29   30    0  21971.795003      0.012966            61
   15   31   30    0  22118.001370      0.014679            61
   15   31   31    0  22119.727196      0.015273            63
   15   31   32    0  22117.461421      0.014699            65
   15   33   32    0  22273.090660      0.016577            65
   15   33   33    0  22274.795083      0.017108            67
   15   33   34    0  22272.515055      0.016594            69
   15   35   34    0  22437.535565      0.018679            69
   15   35   35    0  22439.218401      0.019154            71
   15   35   36    0  22436.924363      0.018693            73
   15   37   36    0  22611.302638      0.021044            73
   15   37   37    0  22612.963692      0.021467            75
   15   37   38    0  22610.655885      0.021057            77
   15   39   38    0  22794.356511      0.023747            77
   15   39   39    0  22795.995586      0.024122            79
   15   39   40    0  22793.674241      0.023757            81
   15   41   40    0  22986.659899      0.026873            81
   15   41   41    0  22988.276792      0.027203            83
   15   41   42    0  22985.942141      0.026882            85
   15   43   42    0  23188.173609      0.030517            85
   15   43   43    0  23189.768114      0.030805            87
   15   43   44    0  23187.420384      0.030525            89
   15   45   44    0  23398.856539      0.034778            89
   15   45   45    0  23400.428447      0.035028            91
   15   45   46    0  23398.067861      0.034786            93
   15   47   46    0  23618.665686      0.039757            93
   15   47   47    0  23620.214784      0.039971            95
   15   47   48    0  23617.841565      0.039763            97
   15   49   48    0  23847.556146      0.045550            97
   15   49   49    0  23849.082221      0.045732            99
   15   49   50    0  23846.696588      0.045556           101
   15   51   50    0  24085.481125      0.052254           101
   15   51   51    0  24086.983961      0.052407           103
   15   51   52    0  24084.586132      0.052259           105
   15   53   52    0  24332.391938      0.059959           105
   15   53   53    0  24333.871318      0.060087           107
   15   53   54    0  24331.461509      0.059964           109
   15   55   54    0  24588.238020      0.068756           109
   15   55   55    0  24589.693724      0.068861           111
   15   55   56    0  24587.272149      0.068760           113
   15   57   56    0  24852.966923      0.078732           113
   15   57   57    0  24854.398733      0.078818           115
   15   57   58    0  24851.965604      0.078736           117
   15   59   58    0  25126.524332      0.089974           117
   15   59   59    0  25127.932025      0.090044           119
   15   59   60    0  25125.487555      0.089978           121
   15   61   60    0  25408.854060      0.102573           121
   15   61   61    0  25410.237416      0.102628           123
   15   61   62    0  25407.781813      0.102576           125
   15   63   62    0  25699.898062      0.116617           125
   15   63   63    0  25701.256857      0.116660           127
   15   63   64    0  25698.790331      0.116621           129
   15   65   64    0  25999.596437      0.132204           129
   15   65   65    0  26000.930448      0.132236           131
   16    1    0    0  22141.599803      0.011702             1
   16    1    1    0  22145.667418      0.007786             3
   16    1    2    0  22143.671257      0.006960             5
   16    3    2    0  22155.473815      0.005986             5
   16    3    3    0  22157.544887      0.007674             7
   16    3    4    0  22155.504992      0.006589             9
   16    5    4    0  22176.895287      0.005879             9
   16    5    5    0  22178.921737      0.007489            11
   16    5    6    0  22176.854763      0.006278            13
   16    7    6    0  22207.795547      0.005637            13
   16    7    7    0  22209.793521      0.007258            15
   16    7    8    0  22207.704506      0.005944            17
   16    9    8    0  22248.179788      0.005358            17
   16    9    9    0  22250.153817      0.007024            19
   16    9   10    0  22248.045060      0.005613            21
   16   11   10    0  22298.042353      0.005128            21
   16   11   11    0  22299.994226      0.006844            23
   16   11   12    0  22297.867042      0.005348            25
   16   13   12    0  22357.373852      0.005047            25
   16   13   13    0  22359.304378      0.006785            27
   16   13   14    0  22357.159640      0.005238            29
   16   15   14    0  22426.162382      0.005210            29
   16   15   15    0  22428.071927      0.006913            31
   16   15   16    0  22425.910284      0.005370            33
   16   17   16    0  22504.393854      0.005671            33
   16   17   17    0  22506.282557      0.007275            35
   16   17   18    0  22504.104526      0.005801            37
   16   19   18    0  22592.052109      0.006427            37
   16   19   19    0  22593.919981      0.007889            39
   16   19   20    0  22591.726002      0.006530            41
   16   21   20    0  22689.118972      0.007435            41
   16   21   21    0  22690.965944      0.008740            43
   16   21   22    0  22688.756406      0.007515            45
   16   23   22    0  22795.574271      0.008643            45
   16   23   23    0  22797.400224      0.009799            47
   16   23   24    0  22795.175481      0.008707            49
   16   25   24    0  22911.395855      0.010011            49
   16   25   25    0  22913.200637      0.011033            51
   16   25   26    0  22910.961019      0.010062            53
   16   27   26    0  23036.559602      0.011513            53
   16   27   27    0  23038.343034      0.012420            55
   16   27   28    0  23036.088853      0.011554            57
   16   29   28    0  23171.039420      0.013141            57
   16   29   29    0  23172.801309      0.013948            59
   16   29   30    0  23170.532864      0.013174            61
   16   31   30    0  23314.807261      0.014903            61
   16   31   31    0  23316.547397      0.015624            63
   16   31   32    0  23314.264978      0.014931            65
   16   33   32    0  23467.833117      0.016825            65
   16   33   33    0  23469.551283      0.017470            67
   16   33   34    0  23467.255172      0.016849            69
   16   35   34    0  23630.085029      0.018950            69
   16   35   35    0  23631.781000      0.019526            71
   16   35   36    0  23629.471471      0.018969            73
   16   37   36    0  23801.529089      0.021336            73
   16   37   37    0  23803.202634      0.021850            75
   16   37   38    0  23800.879959      0.021352            77
   16   39   38    0  23982.129446      0.024058            77
   16   39   39    0  23983.780329      0.024514            79
   16   39   40    0  23981.444773      0.024072            81
   16   41   40    0  24171.848307      0.027203            81
   16   41   41    0  24173.476288      0.027605            83
   16   41   42    0  24171.128115      0.027215            85
   16   43   42    0  24370.645946      0.030866            85
   16   43   43    0  24372.250782      0.031218            87
   16   43   44    0  24369.890251      0.030877            89
   16   45   44    0  24578.480704      0.035148            89
   16   45   45    0  24580.062148      0.035454            91
   16   45   46    0  24577.689516      0.035158            93
   16   47   46    0  24795.308995      0.040149            93
   16   47   47    0  24796.866798      0.040413            95
   16   47   48    0  24794.482322      0.040157            97
   16   49   48    0  25021.085311      0.045968            97
   16   49   49    0  25022.619225      0.046193            99
   16   49   50    0  25020.223156      0.045975           101
   16   51   50    0  25255.762229      0.052700           101
   16   51   51    0  25257.272001      0.052892           103
   16   51   52    0  25254.864592      0.052707           105
   16   53   52    0  25499.290414      0.060439           105
   16   53   53    0  25500.775790      0.060601           107
   16   53   54    0  25498.357290      0.060445           109
   16   55   54    0  25751.618622      0.069274           109
   16   55   55    0  25753.079349      0.069409           111
   16   55   56    0  25750.650006      0.069279           113
   16   57   56    0  26012.693712      0.079292           113
   16   57   57    0  26014.129533      0.079406           115
   16   57   58    0  26011.689595      0.079297           117
   16   59   58    0  26282.460647      0.090584           117
   16   59   59    0  26283.871306      0.090677           119
   16   59   60    0  26281.421016      0.090588           121
   16   61   60    0  26560.862500      0.103237           121
   16   61   61    0  26562.247739      0.103313           123
   16   61   62    0  26559.787343      0.103241           125
   16   63   62    0  26847.840463      0.117343           125
   16   63   63    0  26849.200024      0.117406           127
   16   63   64    0  26846.729765      0.117347           129
   16   65   64    0  27143.333852      0.133000           129
